Name;Abb;License;Year;Total Office;Phnom Penh Office;Provincial Office;ATM terminals;POS;Debit Cards;Credit Cards;Staff;Total Assets;Total Equity;GLP;NLP;Debt= Borrowings+Sub-debt;Total Customer Deposits (exc. Deposits from banks and Fis);CASA deposits;Total Paid-up Capital;Foreign Share;Cash;Gold;Deposits with NBC;Due from Banks;Deposits with, Loans and advances to, Banks;Loans and advances  to state enterprises;Loans and advances to private sector;Accrued interest receivable from Loans;Securities;Claims on goverment;Prepaid Expenses;Fixed assets;Other assets;Total Assets;Owed to NBC;Owed to Banks;Borrowed Funds (including subdebt);Demand deposits;Saving deposits ;Fixed deposits ;Accrued interest payable;Other deposits;Other liabilities;Total Liabilities;Paid up Capital;Reserves  ;Regulatory Resereve & other;Retained and Current Profit/Loss;Total Equity;Interest Income;Interest Expenses;Net Interest Income;Non Interest Income;Gross Operating Income;Operating Expenses (Excluded Depreciations);Depreciation;Bad & Doubtful Debts;Recoveries;Profit & Loss Before Tax;Profit Tax;Extra Gains or Losses;Net profit for 12 Months;Total Credit (Exc. Loans to Other banks and Fis);Agriculture, Forestry and Fishing;Mining and Quarrying;Manufacturing;Utilities;Construction;Wholesale Trade;Retail Trade;Accommodation and Food Service Activities;Transport and Storage;Information and Communications;Rental and Operational Leasing Activities;Real Estate Activities (include mortgage from 2024);Other Non-Financial Services ( including Education + Arts, Entertainment and creation);Personal Essentials (Exclude mortgage from 2024);Other Lending;Total Customer Deposits;Government;State Enterprise ;Business Enterprises;Individuals;Non-profit Organizations;Non- Resident;Others;Asset growth;Equity growth;GLP growth;Deposit growth;Debt (borrowings & sub-debt) growth;Int.income growth;Net int. income growth;Non-int. income growth;Ope growth;PBT growth;Net income growth;ROA;ROE;ROAA;ROAE;NIM;Portfolio Yield;CIR;NPL ratio;Net loan/GLP;Provision exp ratio;Loans per staff;Loans per branch;Loan to Agriculture;Loan to Construction;Loan to Real-estate;Loan to Hotel & Restaurants;Loan to Retail Trade;Loan to Wholesale Trade;Loans to personal essentials;Loans to manufacturing;Loans to others;Ope ratio;Ope per staff;CASA Ratio;Loan-deposit Ratio;Deposits with NBC/TA;D/E;A/E;Total Equity/Risky Assets;CASA/TL;FD/TL;Borrowings/TL;Owed to Banks & NBC/TL;Subdebt/TL;Other liab/TL;Avg. Funding Cost;Yield on Earnings Assets;Operating exp. Ratio;Funding exp. Ratio;Provision exp. Ratio;Yield margin
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPU Sea Bank (Cambodia) Plc.;IPU;Commercial;2024;1;1;0;0;0;0;0;25;304,110;298,859;0;0;4,737;0;;301,875;0;403;0;208,498;75;93,638;0;0;0;0;0;310;1,175;11;304,110;0;0;4,737;0;0;0;0;0;513;5,250;301,875;0;0;-3,016;298,859;1,788;53;1,735;0;1,735;3,423;103;0;0;-1,793;0;-2;-1,793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;-0.0059;-0.006;-0.0059;-0.006;0.00574;0.00592;2.03228;;;;0;0;;;;;;;;;;;141.04;;;0.6856;0.01757;1.01757;3.13898;;0;0.90229;;;0.09771;0.01119;0.00592;0.01167;0.00018;0;-0.00593
J Trust Royal Bank Plc.;JTRUST;Commercial;2010;;;;121;685;75,478;2,803;577;2,462,684;297,661;1,193,835;68,079;26,207;2,059,787;1,581,276;287,763;0.55;115,338;0;805,838;204,483;81,060;0;1,160,685;30;0;0;2,513;52,458;40,280;2,462,684;0;26,207;0;787,913;793,363;476,015;2,495;0;79,030;2,165,023;287,763;0;0;9,898;297,661;114,791;25,158;89,633;51,106;140,739;85,132;12,020;-10,553;0;54,140;11,369;0;42,771;1,189,527;5,936;3,692;140,296;1,179;24,953;425,520;39,727;37,679;55,932;205,566;918;84,893;21,841;139,758;1,636;2,059,787;973;5,168;867,725;1,123,474;0;62,446;0;;;;;;;;;;;;0.01737;0.14369;;;;;0.6903;0.05703;0.97223;;2,069;;0.00497;0.0209;0.07111;0.03156;0.03328;0.35643;0.11707;0.11752;0.24716;;168.37;0.76769;0.57959;0.32722;7.27345;8.27345;0.1931;0.73037;0.21987;0;0.0121;;0.03766;;;;;;
J Trust Royal Bank Plc.;JTRUST;Commercial;2011;19;11;8;127;671;92,011;3,941;536;2,840,347;335,493;1,332,837;50,520;50,476;2,306,093;1,872,160;286,769;0.55;139,389;0;959,695;23,617;276,181;0;1,301,854;105;0;0;937;42,129;96,441;2,840,347;0;50,476;0;948,425;923,735;431,112;2,821;0;148,286;2,504,854;286,769;0;0;48,724;335,493;114,919;19,168;95,751;64,044;159,794;85,651;10,426;2,622;0;61,095;12,233;72;48,933;1,325,371;2,080;2,273;171,848;1,255;30,393;542,317;40,347;17,714;43,296;204,856;571;31,314;16,670;220,435;0;2,306,093;570;7,120;771,004;1,371,531;37,402;65,647;52,818;0.15335;0.1271;0.11643;0.11958;0.92605;0.00112;0.06826;0.25316;-0.01107;0.12846;0.14407;0.01723;0.14585;0.01845;0.15457;0.03979;0.07436;0.60126;0.0379;0.97675;0.00208;2,487;70,149;0.00156;0.0228;0.02349;0.01329;0.03027;0.40689;0.16539;0.12893;0.20737;0.07605;179.25;0.81183;0.57796;0.33788;7.46619;8.46619;0.19267;0.74741;0.17211;0;0.02015;;0.06033;0.00864;0.07436;0.03992;0.00796;0.00109;0.02539
J Trust Royal Bank Plc.;JTRUST;Commercial;2012;17;11;6;115;575;85,306;3,895;549;3,367,935;376,205;1,440,230;60,384;22,907;2,740,545;2,240,487;283,645;0.55;238,529;0;1,107,082;88,899;325,369;0;1,406,568;170;0;0;1,840;31,249;168,229;3,367,935;0;22,907;0;1,416,828;823,659;496,695;3,363;0;228,278;2,991,730;283,645;0;0;92,560;376,205;117,560;18,221;99,339;61,951;161,290;82,893;9,758;1,675;0;66,965;13,292;-525;53,148;1,440,191;1,109;19;212,642;1,764;46,294;803,605;43,160;10,187;42,049;0;365;13,698;16,389;248,910;0;2,740,545;337;10,946;1,060,161;1,481,270;31,412;54,883;101,536;0.18575;0.12135;0.08057;0.18839;-0.54618;0.02298;0.03747;-0.03268;-0.03566;0.09608;0.08614;0.01578;0.14127;0.01712;0.14936;0.03619;0.0654;0.57444;0.04193;0.97663;0.00121;2,623;84,719;0.00077;0.03214;0.00951;0.00707;0.02997;0.55797;0.17283;0.14764;0.04209;0.06682;168.76;0.81753;0.52553;0.32871;7.95239;8.95239;0.18603;0.74889;0.16602;0;0.00766;;0.07743;0.00713;0.0654;0.03376;0.00664;0.00061;0.0244
J Trust Royal Bank Plc.;JTRUST;Commercial;2013;17;11;6;104;509;92,240;4,339;530;3,810,316;442,673;1,688,463;52,344;17,221;3,261,791;2,790,571;283,645;0.55;227,270;0;1,053,329;47,114;768,824;0;1,644,496;19,450;0;0;949;25,433;23,452;3,810,316;0;17,221;0;1,937,128;853,443;467,491;3,730;0;88,630;3,367,643;283,645;0;0;159,028;442,673;131,715;18,983;112,733;70,126;182,858;89,014;9,550;-6,605;0;90,900;20,136;-19;70,744;1,688,463;0;0;293,656;33,491;48,083;792,973;37,491;10,814;42,950;81,731;3,179;7,087;11,934;325,073;0;3,261,791;381;7,250;1,498,635;1,570,624;14,092;69,218;101,592;0.13135;0.17668;0.17236;0.1902;-0.24822;0.12041;0.13483;0.13196;0.06382;0.35743;0.33108;0.01857;0.15981;0.01971;0.17278;0.035;0.06267;0.53902;0.031;0.97396;-0.00422;3,186;99,321;0;0.02848;0.0042;0.0064;0.0222;0.46964;0.19253;0.17392;0.10263;0.06301;185.97;0.85553;0.51765;0.27644;7.60752;8.60752;0.17499;0.82864;0.13882;0;0.00511;;0.02743;0.00629;0.06267;0.0306;0.00589;-0.00205;0.02822
J Trust Royal Bank Plc.;JTRUST;Commercial;2014;17;11;6;99;240;86,365;4,701;509;4,223,243;528,856;1,834,437;85,650;28,403;3,562,518;3,130,984;289,325;0.55;269,970;0;711,095;107,397;1,273,099;0;1,787,484;15,706;0;0;2,316;21,260;34,916;4,223,243;0;28,403;0;2,213,392;917,592;427,875;3,659;0;103,466;3,694,387;289,325;0;69,275;170,256;528,856;141,267;19,522;121,745;77,347;199,093;86,634;9,263;7,480;0;95,716;19,901;-16;75,798;1,834,437;0;0;337,673;46,353;59,247;828,163;86,963;6,303;57,623;38,086;1,698;619;8,949;362,761;0;3,562,518;354;8,653;1,562,384;1,811,373;18,324;59,839;101,592;0.10837;0.19469;0.08645;0.0922;0.64932;0.07252;0.07994;0.10297;-0.02706;0.05298;0.07144;0.01795;0.14332;0.01887;0.15604;0.03294;0.05914;0.48167;0.04669;0.9744;0.00425;3,604;107,908;0;0.0323;0.00034;0.00344;0.04741;0.45145;0.19775;0.18407;0.08325;0.05444;188.4;0.87887;0.51493;0.16838;6.98562;7.98562;0.16312;0.8475;0.11582;0;0.00769;;0.029;0.00569;0.05914;0.02594;0.00528;0.00202;0.02589
J Trust Royal Bank Plc.;JTRUST;Commercial;2015;17;11;6;101;0;65,454;4,160;522;4,140,326;584,943;1,871,215;123,569;54,550;3,421,266;3,056,549;287,550;0.55;212,556;0;856,711;249,814;933,427;0;1,796,252;10,465;0;0;1,041;19,290;60,770;4,140,326;0;54,550;0;2,156,604;899,945;361,426;3,291;0;79,566;3,555,383;287,550;0;68,850;228,543;584,943;145,632;18,584;127,049;80,295;207,344;84,091;9,499;31,825;0;81,928;18,542;-633;62,753;1,871,215;0;0;356,256;30,881;6,643;827,168;53,841;0;49,998;98,213;337;3,555;22,095;422,227;0;3,421,266;0;13,713;1,423,603;1,798,315;16,084;67,959;101,592;-0.01963;0.10605;0.02005;-0.03965;0.92057;0.0309;0.04357;0.03811;-0.02406;-0.14405;-0.1721;0.01516;0.10728;0.01501;0.11268;0.03293;0.05857;0.45138;0.06604;0.95994;0.01718;3,585;110,071;0;0.00355;0.0019;0;0.02877;0.44205;0.22564;0.19039;0.1077;0.05051;179.29;0.8934;0.54694;0.20692;6.07817;7.07817;0.19047;0.8597;0.10166;0;0.01534;;0.0233;0.00526;0.05857;0.02426;0.00482;0.00825;0.02124
J Trust Royal Bank Plc.;JTRUST;Commercial;2016;15;10;5;97;0;73,846;3,679;429;4,211,631;666,801;1,541,408;65,432;215,297;3,273,021;2,887,468;286,627;0.55;163,329;0;888,717;20,538;1,622,956;0;1,481,404;7,234;0;0;799;21,665;4,987;4,211,631;0;215,297;0;1,970,965;916,503;382,570;2,982;0;56,513;3,544,830;286,627;0;169,554;210,620;666,801;138,526;18,339;120,187;70,683;190,870;73,651;8,947;-146;0;108,417;23,089;-1,292;84,036;1,541,408;39,574;0;328,794;8,579;4,475;605,601;57,135;0;43,916;1,346;0;0;16,467;435,522;0;3,273,021;0;4,649;1,367,464;1,635,092;70,002;73,733;122,080;0.01722;0.13994;-0.17625;-0.04333;2.94678;-0.04879;-0.05401;-0.11971;-0.11745;0.32332;0.33916;0.01995;0.12603;0.02012;0.13427;0.03062;0.0533;0.43274;0.04245;0.96107;-0.00009;3,593;102,761;0.02567;0.0029;0;0;0.03707;0.39289;0.28255;0.21331;0.04561;0.04841;192.54;0.8822;0.47094;0.21101;5.31617;6.31617;0.21104;0.81456;0.10792;0;0.06074;;0.01678;0.00527;0.0533;0.02104;0.00467;-0.00004;0.02762
J Trust Royal Bank Plc.;JTRUST;Commercial;2017;15;10;5;86;0;73,708;3,241;415;4,175,353;766,227;1,606,199;57,409;275,708;3,044,955;2,790,832;302,775;0.55;183,260;0;946,120;103,866;1,345,007;0;1,557,562;9,373;0;0;1,169;19,758;9,239;4,175,353;0;275,708;0;1,914,869;875,963;252,382;1,741;0;88,463;3,409,126;302,775;0;169,554;293,898;766,227;134,196;11,809;122,387;69,836;192,223;71,690;8,151;-11,507;0;123,889;25,290;-58;98,541;1,606,199;74,023;0;357,657;2,826;0;459,236;54,264;0;52,919;80,740;0;0;4,837;519,697;0;3,044,955;1;4,936;1,353,994;1,478,699;68,039;58,850;80,437;-0.00861;0.14911;0.04203;-0.06968;0.28059;-0.03126;0.0183;-0.01198;-0.03338;0.14271;0.1726;0.0236;0.12861;0.0235;0.13753;0.03073;0.05122;0.41536;0.03574;0.96972;-0.00731;3,870;107,080;0.04609;0;0;0;0.03378;0.28591;0.32356;0.22267;0.08799;0.05073;192.39;0.91654;0.5275;0.2266;4.44924;5.44924;0.25155;0.81864;0.07403;0;0.08087;;0.02646;0.00347;0.05122;0.02005;0.00296;-0.00289;0.0311
J Trust Royal Bank Plc.;JTRUST;Commercial;2018;14;10;4;95;0;78,359;14,153;409;3,813,622;848,182;1,793,275;16,960;182,861;2,713,984;2,506,634;301,350;0.55;194,466;0;644,630;43,948;1,127,545;0;1,774,091;5,613;0;0;1,672;14,989;6,669;3,813,622;;182,861;0;1,718,273;788,361;206,362;988;;68,595;2,965,440;301,350;0;229,026;317,806;848,182;147,942;7,981;139,961;63,551;203,511;83,735;6,489;-7,283;;120,570;25,354;174;95,390;1,793,275;76,617;;352,224;;2,210;536,795;79,265;;69,367;80,360;;;1,501;594,937;;2,713,984;6,384;2,945;1,338,170;1,206,120;66,695;8,102;85,568;-0.08663;0.10696;0.11647;-0.10869;-0.33676;0.10243;0.14359;-0.09;0.13005;-0.02679;-0.03198;0.02501;0.11246;0.02388;0.11817;0.03711;0.05608;0.44334;0.00946;0.9893;-0.00428;4,385;128,091;0.04272;0.00123;;;0.0442;0.29934;0.33176;0.19641;0.08433;0.05308;220.6;0.9236;0.66075;0.16903;3.49623;4.49623;0.28515;0.84528;0.06959;0;;;0.08513;0.0024;0.05608;0.02392;0.00212;-0.00193;0.03197
J Trust Royal Bank Plc.;JTRUST;Commercial;2019;14;10;4;83;0;59,595;733;474;3,336,363;880,573;1,868,542;12,543;211,330;2,189,394;1,903,178;305,625;0.55;161,406;0;724,459;276,320;282,969;0;1,853,697;4,571;0;0;3,114;15,137;14,691;3,336,364;0;211,330;0;1,337,282;565,896;283,301;2,916;0;55,065;2,455,790;305,625;0;297,475;277,473;880,573;146,839;10,230;136,609;47,212;183,821;97,863;6,608;-11,021;0;90,371;22,539;-549;67,282;1,868,542;0;0;310,657;0;12,188;675,352;103,449;0;44,590;0;0;0;65,094;657,211;0;2,189,394;12,953;2,597;1,008,538;1,048,558;45,699;5,706;65,345;-0.12515;0.03819;0.04197;-0.19329;0.15569;-0.00746;-0.02395;-0.2571;0.15791;-0.25047;-0.29466;0.02017;0.07641;0.01882;0.07784;0.04061;0.05769;0.56833;0.00671;0.99206;-0.00602;3,942;133,467;0;0.00652;0;0;0.05536;0.36143;0.35172;0.16626;0.0587;0.05706;220.4;0.86927;0.85345;0.21714;2.78885;3.78885;0.35934;0.77498;0.11536;0;0.08605;;0.02361;0.00427;0.05769;0.03106;0.00304;-0.00328;0.02687
J Trust Royal Bank Plc.;JTRUST;Commercial;2020;14;10;4;69;0;44,777;2,082;536;4,252,401;886,880;2,590,266;14,351;717,934;2,587,167;1,811,941;303,375;0.55;116,436;0;1,088,298;99,722;334,783;0;2,573,203;6,279;0;0;7,293;15,383;11,004;4,252,401;0;717,934;0;1,441,780;370,161;762,120;13,107;0;60,420;3,365,522;303,375;0;355,960;227,545;886,880;168,249;40,075;128,174;22,532;150,705;107,671;6,220;8,403;11;28,423;7,526;-128;20,768;2,590,265;777;0;437,734;1,531;94,032;654,265;65,555;0;112,551;44,858;4,499;84,487;270,160;819,816;0;2,587,167;28,987;27,430;1,054,920;1,260,181;43,457;2,076;170,115;0.27456;0.00716;0.38625;0.18168;2.39722;0.14581;-0.06175;-0.52275;0.09017;-0.68549;-0.69133;0.00488;0.02342;0.00547;0.0235;0.03544;0.05275;0.75572;0.00554;0.99341;0.00377;4,833;185,019;0.0003;0.0363;0.03262;0;0.02531;0.25259;0.3165;0.16899;0.1674;0.05109;212.48;0.70036;1.0012;0.25593;3.79479;4.79479;0.291;0.53838;0.22645;0;0.21332;;0.02185;0.01409;0.05275;0.03149;0.01108;0.00232;0.00786
J Trust Royal Bank Plc.;JTRUST;Commercial;2021;16;12;4;75;0;56,425;2,404;586;5,409,606;925,213;3,447,116;16,759;855,185;3,543,658;2,196,064;305,550;0.55;139,727;0;1,293,875;43,524;395,733;0;3,435,519;3,512;0;0;6,806;79,337;11,572;5,409,605;0;855,185;0;1,541,451;654,613;1,312,908;34,687;0;85,550;4,484,394;305,550;0;411,474;208,189;925,213;258,004;93,487;164,517;24,081;188,598;126,731;6,527;5,577;13;49,777;15,710;-2,093;31,974;3,447,115;0;0;514,986;1,314;305,584;858,158;86,618;0;81,489;0;6,017;231,853;486,514;874,581;0;3,543,658;15,892;125,112;1,194,326;1,851,440;55,789;2,782;298,317;0.27213;0.04322;0.3308;0.36971;0.19117;0.53347;0.28354;0.06875;0.17005;0.75129;0.53958;0.00591;0.03456;0.00662;0.03529;0.03551;0.06089;0.70657;0.00486;0.99664;0.00185;5,882;215,445;0;0.08865;0.06726;0;0.02513;0.24895;0.25371;0.1494;0.1669;0.04414;227.4;0.61972;0.97276;0.23918;4.84688;5.84688;0.2327;0.48971;0.29277;0;0.1907;;0.02681;0.02442;0.06089;0.02877;0.02018;0.0012;0.01074
J Trust Royal Bank Plc.;JTRUST;Commercial;2022;17;13;4;89;0;51,258;2,636;634;5,543,576;954,171;3,775,743;91,836;774,043;3,722,196;1,804,914;308,775;0.55;149,157;0;903,707;48,804;633,265;0;3,706,916;4,201;0;0;6,900;76,803;13,823;5,543,576;0;774,043;0;1,283,632;521,282;1,865,514;51,768;0;93,166;4,589,405;308,775;0;415,817;229,579;954,171;323,904;123,449;200,454;34,856;235,311;124,721;15,356;58,942;40;36,332;16,696;-443;19,193;3,775,743;19,719;0;577,082;2,184;601,063;809,333;149,863;318;80,433;206;5,182;314,979;297,434;917,945;0;3,722,196;6,912;62,452;1,006,215;2,279,226;47,515;2,379;317,496;0.02477;0.0313;0.09533;0.05038;-0.09488;0.25542;0.21844;0.44745;0.05117;-0.2701;-0.39973;0.00346;0.02011;0.0035;0.02042;0.03832;0.06859;0.59528;0.02432;0.98177;0.01632;5,955;222,103;0.00522;0.15919;0.08342;0.00008;0.03969;0.21435;0.24312;0.15284;0.10208;0.03879;220.94;0.48491;1.01439;0.16302;4.80983;5.80983;0.21248;0.39328;0.40648;0;0.16866;;0.03158;0.02803;0.06859;0.02678;0.0236;0.01127;0.00694
J Trust Royal Bank Plc.;JTRUST;Commercial;2023;17;13;4;87;0;51,425;3,541;627;5,655,331;951,813;3,690,909;271,321;792,689;3,818,982;1,578,702;306,375;0.55;218,084;0;735,549;9,372;1,034,407;0;3,552,127;28,049;0;0;6,799;67,940;3,004;5,655,331;0;792,689;0;1,138,258;440,444;2,184,219;56,061;0;91,846;4,703,517;306,375;0;412,585;232,853;951,813;355,536;186,937;168,599;28,568;197,168;123,971;17,592;47,974;18;7,648;2,421;-169;5,058;3,690,909;22,898;0;643,401;1,866;474,029;713,720;128,235;4,302;72,785;198;10,395;302,514;427,203;889,364;0;3,818,982;47,047;32,298;886,997;2,465,963;45,215;5,759;335,704;0.02016;-0.00247;-0.02247;0.026;0.02409;0.09766;-0.15891;-0.1804;0.01061;-0.7895;-0.73647;0.00089;0.00531;0.0009;0.00531;0.03174;0.07231;0.71798;0.07351;0.9624;0.01285;5,887;217,112;0.0062;0.12843;0.08196;0.00117;0.03474;0.19337;0.24096;0.17432;0.13884;0.03792;225.78;0.41338;0.96646;0.13006;4.94164;5.94164;0.20244;0.33564;0.46438;0;0.16853;;0.03145;0.04154;0.07231;0.02665;0.03519;0.00903;0.00144
J Trust Royal Bank Plc.;JTRUST;Commercial;2024;17;13;4;89;0;33,485;4,564;628;6,271,150;1,107,875;3,739,580;308,814;1,269,844;3,781,717;1,767,303;301,875;0.55;142,836;0;836,650;55,787;1,389,891;0;3,673,947;-3,471;778;0;45,306;84,158;45,269;6,271,151;0;1,269,844;0;1,225,233;542,070;1,963,981;50,433;0;111,715;5,163,276;301,875;0;623,728;182,272;1,107,875;391,614;206,631;184,983;29,777;214,761;125,129;17,308;3,485;0;68,544;8,317;-295;60,227;3,739,580;286,763;0;353,188;0;624,204;878,931;113,684;24,607;75,312;19,001;3,177;1,301,533;7,770;35,244;15,609;3,781,717;26,699;48,333;1,137,507;2,513,698;48,828;6,652;0;0.10889;0.16396;0.01319;-0.00976;0.60194;0.10147;0.09718;0.04232;0.00617;7.96234;10.90728;0.0096;0.05436;0.0101;0.05848;0.03277;0.07466;0.66323;0.08258;0.98245;0.00094;5,955;219,975;0.07668;0.16692;0.34804;0.00658;0.0304;0.23503;0.00942;0.09445;0.03247;0.03834;226.81;0.46733;0.98886;0.13341;4.66052;5.66052;0.20936;0.34228;0.38037;0;0.24594;;0.0314;0.04324;0.07466;0.02524;0.03661;0.00062;0.0122
